pullover_type,day_of_week,hour,adjusted_point,desired_point,curb_geo,polygon_type
Dropoff,1,12,POINT(-122.426284066636 37.776333305778),POINT(-122.426150563459 37.7765657125264),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,12,POINT(-122.423350413993 37.77682922169),POINT(-122.423361042691 37.7769377649504),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,18,POINT(-122.425135069654 37.7766015119388),POINT(-122.425094024557 37.7764978903963),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,11,POINT(-122.423864133169 37.7767650064983),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,6,POINT(-122.425642817785 37.7765785973798),POINT(-122.425712723691 37.7767169602469),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,20,POINT(-122.425942661086 37.7765363877665),POINT(-122.426076682987 37.776588800604),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,1,POINT(-122.424655057037 37.7768302824437),POINT(-122.424349420497 37.7767612946064),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,2,18,POINT(-122.423864133169 37.7767650064983),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,14,POINT(-122.424260416757 37.7760520028016),POINT(-122.424426585814 37.7766194974118),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,16,POINT(-122.42332198438 37.7768290232458),POINT(-122.422740342202 37.7771040893142),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,22,POINT(-122.422732219409 37.7768991019104),POINT(-122.423063697975 37.7770793768527),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,3,13,POINT(-122.425585786974 37.7765432868184),POINT(-122.42552400356 37.7763833778196),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,2,18,POINT(-122.425178879877 37.7765960339293),POINT(-122.425153734367 37.7765027162634),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,20,POINT(-122.42332198438 37.7768290232458),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,5,20,POINT(-122.42332198438 37.7768290232458),POINT(-122.422814397848 37.776811887749),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,15,POINT(-122.424726778234 37.7769542755059),POINT(-122.424734036762 37.77674739519),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,0,POINT(-122.426284066636 37.776333305778),POINT(-122.425945599027 37.7764963721703),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,13,POINT(-122.424655057037 37.7768302824437),POINT(-122.423389299468 37.7767460165065),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,22,POINT(-122.422805238109 37.7773888149194),POINT(-122.422674322889 37.7769589283727),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,1,1,POINT(-122.427618484207 37.7763234139178),POINT(-122.42763058142 37.7764144910363),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,3,20,POINT(-122.423842875873 37.7767676913044),POINT(-122.423817902867 37.7766909677157),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,10,POINT(-122.425779000324 37.7765173723317),POINT(-122.425782370321 37.7765009963247),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,17,POINT(-122.426457490898 37.7764721777419),POINT(-122.426119110258 37.776367177966),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Dropoff,6,17,POINT(-122.426457490898 37.7764721777419),POINT(-122.426119110258 37.776367177966),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,1,17,POINT(-122.424849741087 37.7766378002019),POINT(-122.424777760741 37.7765553976966),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,20,POINT(-122.422733688425 37.7764490718287),POINT(-122.42254081512 37.7768266710287),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,3,20,POINT(-122.425942661086 37.7765363877665),POINT(-122.425986038921 37.7766323842541),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,23,POINT(-122.424849741087 37.7766378002019),POINT(-122.424856913195 37.7766374844482),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,3,14,POINT(-122.423350413993 37.77682922169),POINT(-122.423389299468 37.7767460165065),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,20,POINT(-122.422733688425 37.7764490718287),POINT(-122.423199970273 37.776918674761),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,2,12,POINT(-122.423330798425 37.7768281299506),POINT(-122.42321863533 37.7770152227604),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,20,POINT(-122.424655057037 37.7768302824437),POINT(-122.424577200598 37.7766282794387),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,20,POINT(-122.424387700723 37.7766938332243),POINT(-122.424380614993 37.7768528249401),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,3,7,POINT(-122.423608786105 37.7767970128174),POINT(-122.423604119858 37.7766909977582),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,16,POINT(-122.422610463854 37.7769710798452),POINT(-122.422654707195 37.7771086888349),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,6,21,POINT(-122.426566885428 37.7764595389269),POINT(-122.426561528036 37.7764489007635),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,6,16,POINT(-122.424890094992 37.7766780953956),POINT(-122.422786486566 37.7760284002193),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,22,POINT(-122.426724323483 37.7763980265585),POINT(-122.426566021332 37.7762380012494),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,7,21,POINT(-122.421288080554 37.7769366891584),POINT(-122.422205273486 37.7769380793937),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,20,POINT(-122.424655057037 37.7768302824437),POINT(-122.424535636815 37.7767224136391),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,7,11,POINT(-122.424655057037 37.7768302824437),POINT(-122.424449311983 37.7767497640024),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,4,15,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,5,18,POINT(-122.42401846446 37.7767878407125),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,21,POINT(-122.422042211789 37.7770437703056),POINT(-122.421991227953 37.7772396007505),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,2,20,POINT(-122.425942661086 37.7765363877665),POINT(-122.426045402584 37.7766179779217),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,11,POINT(-122.424655057037 37.7768302824437),POINT(-122.423908289569 37.7766857780249),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,9,POINT(-122.424849741087 37.7766378002019),POINT(-122.424737579614 37.7763838266664),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,5,23,POINT(-122.422610463854 37.7769710798452),POINT(-122.422984371344 37.7768648822585),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,5,23,POINT(-122.422610463854 37.7769710798452),POINT(-122.422984371344 37.7768648822585),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,22,POINT(-122.42483021221 37.7766853906467),POINT(-122.424377504185 37.7767578913824),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,22,POINT(-122.42483021221 37.7766853906467),POINT(-122.424377504185 37.7767578913824),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,16,POINT(-122.426268599287 37.7762551139851),POINT(-122.426265229305 37.7763700695688),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,16,POINT(-122.423137580568 37.776391521998),POINT(-122.423291567279 37.7769620403621),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,4,21,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,7,16,POINT(-122.426457490898 37.7764721777419),POINT(-122.426216407766 37.7765464047833),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,7,16,POINT(-122.426457490898 37.7764721777419),POINT(-122.426216407766 37.7765464047833),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,3,21,POINT(-122.424446028354 37.7766867258339),POINT(-122.424417426216 37.7766260222624),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,20,POINT(-122.423447627655 37.7768582826874),POINT(-122.423237213971 37.7769461147279),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,6,19,POINT(-122.42655893575 37.7764185104574),POINT(-122.426529383682 37.7762606843251),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,6,23,POINT(-122.422282094727 37.7770130351663),POINT(-122.422698864104 37.7769409120172),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,1,15,POINT(-122.426457490898 37.7764721777419),POINT(-122.426150563459 37.7765657125264),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,1,15,POINT(-122.426457490898 37.7764721777419),POINT(-122.426150563459 37.7765657125264),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,6,10,POINT(-122.424655057037 37.7768302824437),POINT(-122.424799709135 37.7767751050329),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,7,21,POINT(-122.423001999489 37.7767477208701),POINT(-122.42254081512 37.7768266710287),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,7,21,POINT(-122.423001999489 37.7767477208701),POINT(-122.42254081512 37.7768266710287),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,7,19,POINT(-122.424849741087 37.7766378002019),POINT(-122.424029697972 37.7768991780854),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,2,14,POINT(-122.425642817785 37.7765785973798),POINT(-122.425677900359 37.7767534065804),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,4,21,POINT(-122.421752899794 37.777025511518),POINT(-122.421742184519 37.7769044163683),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Pickup,7,23,POINT(-122.424446028354 37.7766867258339),POINT(-122.424532785245 37.776818308577),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,5,12,POINT(-122.421163385249 37.7770887404333),POINT(-122.421386160264 37.7769715210868),"POLYGON((-122.4230182 37.7770217, -122.4229484 37.7767334, -122.421323 37.7769666, -122.4213874 37.7772422, -122.4230182 37.7770217))",polygon4
Dropoff,5,22,POINT(-122.425860917147 37.7765480088597),POINT(-122.425889432481 37.7766751845954),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,22,POINT(-122.424387700723 37.7766938332243),POINT(-122.42438363939 37.7767496068634),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Pickup,6,13,POINT(-122.423779103962 37.7767758910958),POINT(-122.423611292052 37.7767246328859),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
Dropoff,5,20,POINT(-122.424973567904 37.7766673974795),POINT(-122.425036129339 37.7768229963837),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Pickup,1,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426145206046 37.7765007684376),"POLYGON((-122.4279642 37.7763815, -122.4279159 37.7761441, -122.4262636 37.7763518, -122.4263119 37.7766275, -122.4279642 37.7763815))",polygon1
Pickup,1,19,POINT(-122.426457490898 37.7764721777419),POINT(-122.426145206046 37.7765007684376),"POLYGON((-122.4263119 37.7766275, -122.4262636 37.7763518, -122.4246221 37.7765172, -122.4246758 37.7768055, -122.4263119 37.7766275))",polygon2
Dropoff,6,18,POINT(-122.423001999489 37.7767477208701),POINT(-122.422654707195 37.7771086888349),"POLYGON((-122.4246758 37.7768055, -122.4246221 37.7765172, -122.4229484 37.7767334, -122.4230182 37.7770217, -122.4246758 37.7768055))",polygon3
